tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
0.733614,5.566546,0.899631,9.936054,3.685932,-1.04375,-1.832943,-0.809239,0.059023,0.903747,0.431627,0.140936,-0.03648553,stable
8.397861,4.603414,7.509611,3.728623,3.819558,-1.28463,-1.487539,-1.047388,0.758792,0.095095,0.355558,0.300466,0.02129948,unstable
3.350587,7.169898,9.472844,7.797809,3.811975,-0.810662,-1.199092,-1.80222,0.074338,0.111405,0.499667,0.928193,0.03728642,unstable
7.318543,4.531991,0.593535,8.088359,2.514569,-0.928534,-0.824887,-0.761148,0.497701,0.579784,0.365291,0.679436,0.02414994,unstable
7.71866,5.94456,2.032161,2.062679,3.364453,-1.973777,-0.758935,-0.631741,0.717389,0.53321,0.713815,0.098235,0.01115147,unstable
3.617544,3.366454,2.259655,1.980285,3.737222,-1.486682,-0.81515,-1.43539,0.808775,0.794062,0.392707,0.220368,0.02421719,unstable
5.472514,8.263005,7.8098,2.464277,3.437846,-1.467539,-0.852309,-1.117998,0.070199,0.804963,0.255607,0.355486,0.0105222,unstable
8.77615,2.426365,7.580095,6.28443,4.578277,-1.924042,-1.841758,-0.812477,0.574529,0.804817,0.639438,0.107496,0.02295914,unstable
8.818962,1.127466,4.112316,7.885338,2.627166,-0.825134,-0.856012,-0.946021,0.613648,0.249186,0.307865,0.497594,0.01317092,unstable
9.134598,4.369595,9.680604,7.304978,3.127257,-0.654305,-1.039624,-1.433327,0.912955,0.881442,0.905105,0.068476,0.06937257,unstable
4.855018,1.156227,3.346892,5.678423,3.14008,-1.291828,-0.798161,-1.050091,0.454527,0.489931,0.490014,0.512587,-0.003059256,stable
1.194736,4.194406,2.58096,8.991687,3.369989,-0.87002,-1.212691,-1.287278,0.630792,0.085214,0.518542,0.232553,-0.02201615,stable
7.140552,9.232084,1.959945,4.573262,4.799175,-1.96694,-0.914318,-1.917917,0.835889,0.982374,0.831431,0.585262,0.05729402,unstable
9.821648,7.581735,0.730311,1.065898,3.078218,-0.926324,-1.532852,-0.619042,0.975664,0.775339,0.211789,0.699777,0.01884038,unstable
9.178681,4.282256,7.688555,5.674366,3.503941,-1.98529,-0.884462,-0.63419,0.234135,0.740912,0.189507,0.694985,0.03177646,unstable
2.766743,9.264889,6.290665,1.547184,3.344287,-1.482573,-1.023399,-0.838315,0.090334,0.567872,0.536241,0.452294,-0.005121025,stable
6.529172,1.375864,0.653113,0.969795,5.223769,-1.82867,-1.445435,-1.949664,0.404589,0.965439,0.290291,0.404649,-0.0506672,stable
5.916271,9.955721,1.462875,8.947108,4.288513,-1.183958,-1.986295,-1.11826,0.720525,0.120079,0.372637,0.99765,0.03832914,unstable
5.666317,6.868785,3.995587,9.868381,3.830576,-1.198811,-1.432965,-1.1988,0.609237,0.319946,0.521065,0.694535,0.04407541,unstable
6.854473,0.932077,9.460633,6.051486,5.026656,-1.478129,-1.972752,-1.575775,0.338714,0.85008,0.80805,0.40571,0.006603183,unstable
2.791965,0.896381,8.991413,2.023746,4.399972,-1.771938,-1.59886,-1.029174,0.803974,0.878017,0.395479,0.067503,-0.03308567,stable
9.737221,9.044366,0.655244,4.033956,3.028676,-1.766836,-0.696198,-0.565642,0.668583,0.689657,0.234389,0.227761,0.02524484,unstable
0.830408,2.379041,9.453997,9.734805,4.011683,-1.627159,-1.569945,-0.814579,0.107442,0.977086,0.92623,0.978715,0.0423691,unstable
7.189668,4.301499,6.630477,6.814556,3.877774,-1.588856,-1.215095,-1.073824,0.999357,0.779378,0.380065,0.150496,0.06246101,unstable
3.997786,3.91056,2.800845,0.520387,2.997477,-1.350093,-0.589093,-1.058291,0.348946,0.691096,0.381509,0.275272,-0.03113982,stable
2.995085,1.956894,4.439897,9.100229,4.976328,-1.528742,-1.607273,-1.840313,0.811931,0.213031,0.320939,0.569499,-0.01426709,stable
9.228142,5.264515,0.648388,9.715529,3.156036,-1.183693,-1.064124,-0.908219,0.710465,0.146405,0.950653,0.770621,0.008004571,unstable
0.809733,4.178769,4.392206,3.597262,4.074123,-1.12134,-1.470426,-1.482358,0.13508,0.849856,0.438436,0.917204,0.04775124,unstable
1.338745,5.333472,6.639979,6.179744,4.035582,-0.53215,-1.560943,-1.942489,0.220827,0.701704,0.477114,0.67739,0.0441758,unstable
7.603216,2.282604,0.860924,1.954418,3.196611,-1.84537,-0.501266,-0.849976,0.724277,0.849737,0.825894,0.44191,-0.02241253,stable
9.531863,7.660494,8.882208,5.14797,3.07038,-0.696673,-1.72109,-0.652617,0.385526,0.603632,0.72129,0.774816,0.06930743,unstable
8.224632,2.452228,6.795579,9.029955,3.273344,-1.530973,-0.711892,-1.030478,0.584735,0.334334,0.219608,0.763975,0.03765381,unstable
7.575692,4.535853,5.723983,0.864527,3.40501,-1.120101,-0.94788,-1.337029,0.536203,0.307005,0.379335,0.790616,-0.02097178,stable
5.669718,8.0784,5.880967,1.388712,2.864156,-1.410663,-0.640601,-0.812892,0.153413,0.929106,0.123652,0.425535,0.003519713,unstable
5.719884,9.831542,9.785651,9.649566,3.631203,-0.532345,-1.827053,-1.271805,0.577842,0.51492,0.815491,0.492716,0.06722406,unstable
6.578111,8.622058,6.711655,6.109674,3.526501,-0.934454,-1.836761,-0.755286,0.556147,0.725279,0.551844,0.553714,0.0722309,unstable
8.519858,5.707239,8.02835,4.32461,4.275874,-1.337433,-1.184657,-1.753784,0.340532,0.760425,0.644272,0.450741,0.0561885,unstable
6.262286,2.153174,4.095613,7.812847,2.759739,-0.827279,-1.268011,-0.664448,0.363698,0.204986,0.945044,0.424213,0.02347361,unstable
4.572867,6.843527,2.360562,1.09831,3.02027,-1.564181,-0.619779,-0.83631,0.150771,0.263059,0.242109,0.619559,-0.03361447,stable
2.920858,4.27659,7.337985,8.979967,4.11644,-0.925361,-1.949351,-1.241728,0.983689,0.486247,0.572542,0.777463,0.04911533,unstable
2.96199,4.867205,4.597107,9.045253,4.439741,-1.48532,-1.251466,-1.702955,0.877729,0.099323,0.841053,0.32806,0.01651514,unstable
2.467446,8.10786,9.268018,8.548261,2.150457,-0.508101,-0.745233,-0.897123,0.972057,0.600961,0.851799,0.649553,0.05803059,unstable
5.115633,5.711873,5.845662,6.254407,4.222533,-1.320746,-1.322067,-1.57972,0.449611,0.208084,0.942931,0.656163,0.0671813,unstable
3.146478,3.938649,2.253646,9.847229,4.29125,-1.114634,-1.962539,-1.214076,0.713604,0.320709,0.651717,0.549365,-0.02882668,stable
9.583435,1.936186,4.50803,8.392571,3.706418,-0.689763,-1.682083,-1.334573,0.057227,0.059348,0.308448,0.466907,-0.03114376,stable
1.694224,7.952537,7.565908,4.086285,2.958711,-0.547331,-0.518238,-1.893143,0.866902,0.932081,0.614576,0.144817,0.02949141,unstable
6.806126,7.145119,8.36226,8.973505,3.609157,-0.539951,-1.874498,-1.194708,0.924347,0.095707,0.336152,0.832807,0.06482531,unstable
3.421907,6.356842,5.871291,4.239945,2.745816,-1.302064,-0.879215,-0.564537,0.576771,0.927815,0.052403,0.867217,0.05958403,unstable
9.399042,6.71962,5.497185,2.999774,3.089642,-0.843211,-0.629108,-1.617323,0.770307,0.801678,0.723501,0.27128,0.06556697,unstable
6.566336,6.341513,3.08253,5.9601,3.796836,-1.646341,-1.278749,-0.871747,0.994964,0.912999,0.114258,0.281991,0.06847976,unstable
4.7331,1.840597,8.417705,4.852049,4.132346,-1.713819,-0.719483,-1.699045,0.208593,0.252928,0.651628,0.167064,-0.01354511,stable
2.128886,3.427284,0.884731,2.011325,3.837892,-1.602605,-0.982271,-1.253017,0.803806,0.727075,0.624693,0.979119,0.0342711,unstable
5.056618,4.710673,7.519597,6.391219,3.733165,-1.368049,-1.357392,-1.007725,0.055693,0.151272,0.584616,0.166358,-0.01636463,stable
7.317565,9.935019,9.53328,7.900878,4.103506,-1.621426,-1.076899,-1.405181,0.306343,0.959974,0.926835,0.140118,0.06977825,unstable
5.311511,5.374517,8.004002,4.777489,3.040259,-0.643635,-0.938457,-1.458166,0.526722,0.487108,0.876673,0.970109,0.08433518,unstable
6.353552,2.402392,5.907722,5.591183,2.709093,-0.748472,-1.199921,-0.7607,0.470026,0.83787,0.383029,0.433479,0.02637279,unstable
5.773614,5.823006,4.688208,4.949046,2.724936,-1.144958,-1.076549,-0.503428,0.286934,0.992032,0.83104,0.540314,0.08341253,unstable
8.660638,4.684043,8.716583,4.810348,3.250961,-0.845961,-1.505677,-0.899323,0.261059,0.957471,0.61386,0.400526,0.04992329,unstable
7.238853,7.379258,8.313743,3.017764,4.954155,-1.599525,-1.790931,-1.563699,0.688899,0.578436,0.24972,0.524189,0.04172137,unstable
5.883042,6.777216,0.780419,4.439806,4.398534,-1.669398,-0.849441,-1.879695,0.436195,0.194177,0.827803,0.26441,-0.03359507,stable
1.791106,2.574863,9.468294,8.872176,3.261355,-1.510415,-0.584396,-1.166544,0.166011,0.863893,0.604162,0.34094,-0.004695653,stable
6.8648,8.74667,3.156212,0.663542,2.685574,-0.786313,-0.639377,-1.259884,0.668941,0.836118,0.819356,0.906668,0.0121896,unstable
8.373682,6.767575,3.149837,5.469134,2.68526,-1.033563,-0.710999,-0.940698,0.177429,0.359047,0.475998,0.54153,0.007075585,unstable
1.814171,8.798709,7.718218,2.382818,2.844662,-0.905896,-1.104979,-0.833786,0.093657,0.85397,0.953805,0.775154,0.04733855,unstable
7.000185,3.591252,1.367407,5.301464,2.847616,-1.004501,-0.66451,-1.178606,0.280101,0.070118,0.892006,0.472103,-0.04026241,stable
8.970702,8.35168,7.629883,2.614808,5.055934,-1.855054,-1.312098,-1.888782,0.600243,0.405586,0.535052,0.355609,0.03771784,unstable
0.691901,6.727104,6.182479,2.916905,5.549882,-1.776334,-1.805242,-1.968305,0.468533,0.990181,0.150555,0.743572,0.009043049,unstable
4.616361,6.267295,1.11409,2.547988,4.350832,-0.584965,-1.896913,-1.868954,0.364911,0.500661,0.648466,0.942285,-0.007546194,stable
2.807832,2.6345,4.125744,6.541778,3.068847,-1.31626,-1.217312,-0.535275,0.610636,0.251567,0.564326,0.93055,0.04051609,unstable
5.583392,2.836564,7.373035,4.954397,3.43883,-1.768539,-1.056903,-0.613389,0.865559,0.933841,0.190234,0.870756,0.07378811,unstable
0.93516,6.577819,8.054415,6.248261,1.804904,-0.555269,-0.631982,-0.617653,0.052772,0.763378,0.312031,0.766803,0.04710041,unstable
7.632803,7.045201,0.960858,4.545637,3.498442,-1.936691,-0.902647,-0.659105,0.905084,0.309281,0.824061,0.080748,-0.003835574,stable
8.070633,3.749077,2.643358,4.71826,2.604911,-0.67999,-0.937926,-0.986996,0.95162,0.505408,0.203313,0.656581,0.04478422,unstable
9.041243,9.341218,5.009744,2.824303,4.802417,-1.801678,-1.664788,-1.33595,0.158588,0.652077,0.808458,0.087478,0.02488319,unstable
6.58165,7.908284,1.553893,1.65995,5.006574,-1.679064,-1.484524,-1.842986,0.222292,0.15757,0.906284,0.473724,-0.05014099,stable
9.868015,8.325021,9.685658,8.680444,3.486525,-0.60018,-1.103377,-1.782967,0.752715,0.779126,0.752342,0.326388,0.07934803,unstable
0.548883,4.119928,4.12233,6.356629,2.944168,-0.558175,-1.784271,-0.601723,0.475011,0.227048,0.663182,0.407917,-0.02644525,stable
7.20425,2.47011,0.584478,2.151096,5.064912,-1.233671,-1.983852,-1.847389,0.372464,0.208428,0.686646,0.737798,-0.02244664,stable
3.272521,5.746661,4.701071,4.870584,3.976496,-0.838043,-1.806856,-1.331597,0.88864,0.742797,0.262606,0.877627,0.07866241,unstable
9.731268,4.179452,1.829391,2.681003,4.388844,-1.799606,-0.699017,-1.89022,0.424829,0.292864,0.508451,0.095424,-0.04072741,stable
3.183152,2.142251,4.124064,2.111894,2.947354,-0.779599,-1.372948,-0.794807,0.671196,0.458575,0.484631,0.922757,0.03000022,unstable
3.844681,6.864609,7.088527,8.785932,4.077692,-0.878361,-1.845148,-1.354183,0.651206,0.881982,0.31317,0.951838,0.07619621,unstable
8.768688,4.074135,2.062575,3.165683,4.426519,-1.111626,-1.71223,-1.602664,0.102868,0.405332,0.890861,0.438152,-0.02538904,stable
7.714033,6.956628,6.174446,2.04892,3.360627,-0.63233,-1.365108,-1.363189,0.713299,0.997553,0.074847,0.305506,0.04676749,unstable
5.467906,4.0007,9.736586,5.608137,3.100349,-0.900829,-0.740186,-1.459333,0.514225,0.788067,0.787882,0.636844,0.06357936,unstable
5.246756,6.399746,3.566318,1.571734,4.184347,-1.032613,-1.828043,-1.323691,0.740374,0.88515,0.104556,0.428917,0.03442424,unstable
6.274458,4.78045,4.474955,3.938447,3.946634,-1.29112,-0.812015,-1.8435,0.590446,0.315368,0.358609,0.140015,0.004877392,unstable
5.569203,8.586028,4.047772,8.820845,3.296955,-1.749327,-0.886896,-0.660732,0.914514,0.641511,0.917522,0.753841,0.08570087,unstable
9.003211,4.552664,3.549539,2.338542,3.664855,-0.769617,-1.67513,-1.220108,0.336286,0.709916,0.958225,0.53898,0.03201354,unstable
6.614372,1.69572,5.932841,2.195649,3.300364,-0.696908,-1.537403,-1.066053,0.859419,0.867956,0.614389,0.551684,0.03047312,unstable
9.371796,3.365916,8.058975,6.575443,3.540511,-1.456953,-1.084694,-0.998863,0.499377,0.201899,0.641279,0.363402,0.03591682,unstable
5.430388,3.10825,2.703853,8.974015,3.045346,-1.374714,-1.101961,-0.568671,0.404647,0.600596,0.654871,0.814332,0.02342226,unstable
3.713115,2.298344,5.926176,4.203603,3.41386,-1.937074,-0.858889,-0.617896,0.278497,0.829542,0.5384,0.5657,0.02434869,unstable
3.856527,6.521914,7.327161,4.289794,4.997246,-1.8189,-1.915357,-1.262989,0.14934,0.15412,0.68266,0.215282,-0.003166224,stable
9.374757,7.678843,7.98317,2.301462,2.424252,-1.264261,-0.611978,-0.548013,0.242268,0.799689,0.24135,0.276264,0.02019963,unstable
7.491052,9.903136,8.421056,9.044784,4.518162,-1.968091,-1.693607,-0.856465,0.879534,0.722933,0.385611,0.824933,0.08545425,unstable
5.957227,4.346978,8.286207,9.732339,2.152419,-0.527892,-0.560748,-1.06378,0.891266,0.858518,0.308177,0.440459,0.06134701,unstable
2.256501,2.233689,3.27585,6.215797,4.561488,-1.741193,-1.853259,-0.967035,0.137229,0.070949,0.450279,0.079014,-0.04336457,stable
9.901966,1.739847,6.540574,4.195299,3.139314,-0.898713,-0.64561,-1.594991,0.281612,0.535747,0.727239,0.0805,-0.01243793,stable
1.284397,7.209266,0.869786,8.858848,3.766748,-1.714714,-1.107812,-0.944223,0.692259,0.155349,0.904099,0.183388,-0.02324409,stable
8.378024,1.301713,7.196332,1.777963,3.06548,-0.576663,-1.876368,-0.612448,0.648624,0.634382,0.549894,0.672948,-0.01009077,stable
4.863675,1.629146,0.521762,4.169321,3.38638,-1.346947,-1.006333,-1.033101,0.652001,0.546863,0.882622,0.210979,-0.03704681,stable
5.276402,5.930144,3.824747,2.93577,4.1244,-1.260996,-1.403773,-1.459631,0.693814,0.625106,0.412771,0.646784,0.05412378,unstable
7.756448,5.879377,0.941873,4.755802,5.814129,-1.865864,-1.995157,-1.953108,0.492671,0.624345,0.106596,0.228593,0.009207959,unstable
9.990246,8.471839,5.293744,1.778772,3.986631,-1.908147,-1.183626,-0.894857,0.177809,0.228638,0.761767,0.125374,-0.00861597,stable
4.703064,8.911832,3.548911,5.191023,3.46545,-1.314671,-1.207517,-0.943262,0.495125,0.362369,0.086865,0.394707,-0.003373955,stable
0.61609,4.309119,4.070902,5.048006,2.438195,-0.83941,-1.07762,-0.521166,0.336747,0.821183,0.285073,0.219848,-0.02066301,stable
8.703889,8.630727,7.503664,8.823022,2.842267,-0.990276,-1.331082,-0.520909,0.68922,0.137137,0.763539,0.403328,0.05874044,unstable
7.071107,4.242963,2.430596,2.700045,3.429948,-1.365717,-0.807608,-1.256623,0.926198,0.305973,0.524063,0.838248,0.03102932,unstable
4.546027,3.479954,7.567907,4.101495,3.161697,-0.569974,-1.843083,-0.74864,0.420915,0.511368,0.873898,0.163634,0.03255244,unstable
5.613581,2.108271,7.357155,1.64184,4.363836,-1.610726,-1.777801,-0.975309,0.218918,0.238499,0.35473,0.22618,-0.04233107,stable
4.582117,2.016196,2.817792,5.18812,2.583383,-0.734355,-0.53619,-1.312838,0.892047,0.309899,0.920477,0.553294,0.05787335,unstable
6.53134,3.904053,5.190532,4.753692,4.940512,-1.486989,-1.768328,-1.685195,0.290542,0.21633,0.497169,0.984753,0.04458467,unstable
5.774636,3.617522,2.66545,9.99483,2.304023,-0.645901,-0.857363,-0.80076,0.611767,0.711653,0.151416,0.957136,0.03970604,unstable
0.755011,6.203587,4.513607,9.777627,3.491188,-1.112867,-1.40485,-0.973471,0.964781,0.203355,0.38262,0.299668,-0.0383576,stable
7.836073,1.717303,2.405343,6.896897,4.42647,-1.702177,-1.369683,-1.35461,0.306839,0.771959,0.089826,0.943171,0.008732036,unstable
8.631922,5.82826,5.367614,8.579822,3.558964,-1.320597,-0.927708,-1.31066,0.289048,0.175877,0.981356,0.910399,0.06480121,unstable
1.845924,3.844547,0.753736,4.80358,3.489783,-1.720026,-0.793278,-0.976479,0.280485,0.702815,0.987128,0.923553,0.01291667,unstable
4.405311,9.795323,1.134002,5.270373,3.959741,-1.981392,-0.894956,-1.083393,0.15169,0.397346,0.941341,0.860491,-0.02302282,stable
5.498229,8.530599,7.751694,2.81189,4.123123,-1.48995,-1.161686,-1.471486,0.322454,0.085769,0.975561,0.847967,0.03400026,unstable
3.170365,0.977764,5.5047,2.339446,2.764369,-0.99336,-0.84539,-0.925618,0.207161,0.55585,0.146194,0.987806,-0.01572361,stable
6.537764,8.237005,7.797917,2.149651,3.543266,-1.578349,-1.258534,-0.706383,0.506162,0.98975,0.27982,0.606991,0.04532128,unstable
9.597788,3.78399,8.923006,4.624651,3.57699,-0.570685,-1.432628,-1.573677,0.47806,0.911566,0.590175,0.691429,0.05202248,unstable
3.463937,2.111291,4.611619,9.169987,4.497996,-1.701892,-0.810592,-1.985512,0.141837,0.743498,0.065344,0.644974,-0.01334657,stable
6.086928,3.91339,7.275192,3.094506,5.29278,-1.971883,-1.921001,-1.399896,0.479633,0.889562,0.446212,0.610957,0.04966898,unstable
8.36386,5.78491,8.33597,3.892409,4.843174,-1.750951,-1.76334,-1.328883,0.273766,0.728054,0.642625,0.826267,0.05995221,unstable
0.697744,2.139087,9.281316,3.476433,4.171646,-1.983626,-1.519238,-0.668782,0.965229,0.696224,0.410542,0.054727,-0.02009304,stable
8.037189,7.888127,0.511559,9.604737,3.566712,-0.503119,-1.721243,-1.34235,0.091415,0.49352,0.779195,0.534481,-0.01721626,stable
8.415183,2.791494,7.177746,5.554696,3.922019,-1.633216,-1.657893,-0.630911,0.306415,0.951817,0.639836,0.408909,0.03442645,unstable
8.183637,1.088214,3.942842,2.405057,5.307903,-1.750011,-1.762046,-1.795846,0.26993,0.365977,0.352944,0.552201,-0.03281741,stable
3.189833,1.526115,9.99945,4.495528,2.313031,-1.138385,-0.531163,-0.643483,0.865865,0.542467,0.925982,0.755072,0.01219157,unstable
6.477059,6.540577,2.071009,9.477363,3.292457,-1.064446,-0.555242,-1.672768,0.506279,0.463732,0.759987,0.863305,0.04017768,unstable
5.040156,8.457171,3.777813,4.198864,4.834444,-1.941344,-0.945429,-1.94767,0.482927,0.072353,0.724532,0.473407,0.01621226,unstable
0.722364,3.521873,8.645366,6.384346,2.682226,-0.619573,-0.799916,-1.262737,0.211421,0.304411,0.533518,0.30077,-0.01698242,stable
8.327124,1.600697,7.199932,4.065225,2.753527,-0.623992,-0.570495,-1.559041,0.842932,0.07422,0.661654,0.519447,0.04715757,unstable
1.624431,0.994089,2.267519,3.064577,4.493745,-1.612728,-1.838665,-1.042351,0.06817,0.782304,0.908119,0.52217,-0.01902264,stable
5.935736,9.695648,1.917975,8.597879,4.59334,-1.733281,-1.575487,-1.284573,0.990472,0.373536,0.828906,0.986634,0.05895058,unstable
2.579828,8.883548,2.244192,9.9245,3.794436,-1.330526,-1.230838,-1.233072,0.979316,0.662204,0.322141,0.388271,-0.000621112,stable
2.95906,3.079885,8.381025,9.780754,3.763085,-0.782604,-1.257395,-1.723086,0.650456,0.859578,0.887445,0.958034,0.05534749,unstable
4.71756,1.808195,6.768504,8.369856,3.833367,-1.157589,-1.985314,-0.690463,0.377753,0.981046,0.607176,0.789726,0.03341736,unstable
3.395879,2.159792,1.077115,2.399738,3.711306,-1.703738,-0.970514,-1.037053,0.353863,0.358303,0.2035,0.092011,-0.03239613,stable
1.321147,8.038615,4.953905,5.969419,4.67089,-1.57018,-1.213324,-1.887386,0.420531,0.365547,0.998447,0.384834,0.02731403,unstable
8.863805,8.106639,9.765654,7.663415,4.043982,-1.612668,-0.561522,-1.869792,0.617933,0.969319,0.646895,0.05484,0.06951352,unstable
4.117106,0.70318,3.822165,7.793877,4.163072,-1.685786,-1.740282,-0.737004,0.534747,0.787737,0.863143,0.348872,-0.009956795,stable
8.558795,4.878774,8.454183,1.280603,3.513417,-1.223878,-0.653323,-1.636216,0.268705,0.753922,0.346804,0.997172,-0.01402723,stable
4.308633,5.225948,6.132216,3.64194,3.120567,-1.223635,-0.982617,-0.914315,0.984639,0.125095,0.173923,0.876355,0.04478426,unstable
6.563184,8.268349,2.802961,1.303477,4.533214,-1.725849,-1.054248,-1.753117,0.710009,0.367198,0.833665,0.6849,0.002419006,unstable
1.795697,6.642869,5.596115,8.058575,3.680671,-0.604315,-1.388631,-1.687726,0.592225,0.864102,0.792452,0.821539,0.07180938,unstable
2.318425,4.2847,4.110967,8.320461,3.267596,-0.892442,-0.63513,-1.740024,0.255452,0.329022,0.294699,0.756374,0.005781738,unstable
2.932965,0.633721,9.18799,3.81861,3.125142,-1.723968,-0.639768,-0.761406,0.87498,0.955993,0.895509,0.764829,-0.02289688,stable
1.023222,9.94216,8.525976,5.037583,4.694664,-1.179236,-1.92622,-1.589207,0.674261,0.488826,0.395292,0.688038,0.001561415,unstable
4.313375,6.676747,8.738282,5.008489,5.454043,-1.600878,-1.931954,-1.921211,0.382818,0.427314,0.408504,0.559358,0.03114686,unstable
9.227087,9.608339,2.183402,8.87423,4.011404,-1.520678,-0.794831,-1.695895,0.489567,0.200846,0.632963,0.668981,0.02288905,unstable
3.233521,6.502675,4.457269,8.16682,3.057651,-1.424236,-0.902349,-0.731067,0.695512,0.910737,0.849459,0.647213,0.08130255,unstable
4.444398,2.476473,5.964456,6.669603,3.851113,-1.688405,-1.412457,-0.75025,0.698838,0.113873,0.707533,0.817057,0.06303085,unstable
7.075641,4.664812,2.30009,3.474625,3.220492,-0.507329,-1.11091,-1.602253,0.252205,0.620957,0.898303,0.937785,0.04863253,unstable
2.641531,7.71732,4.345415,7.391265,2.632742,-1.523136,-0.510476,-0.59913,0.918465,0.261997,0.55568,0.218078,-1.834117e-06,stable
6.927845,1.980168,7.386747,5.597409,4.728166,-1.281341,-1.636562,-1.810263,0.058421,0.718793,0.538147,0.621823,0.007770094,unstable
7.358774,9.926756,9.183339,5.279742,2.970026,-1.246896,-0.708796,-1.014334,0.08826,0.272423,0.734289,0.433191,0.02910035,unstable
1.676336,2.879198,2.454839,8.518685,4.190977,-1.699082,-1.495394,-0.9965,0.74633,0.944317,0.444714,0.632577,-0.02935918,stable
3.181476,9.88287,4.705103,7.622968,3.823214,-1.29293,-1.975583,-0.554701,0.326408,0.935396,0.171854,0.682263,0.04628656,unstable
9.766521,3.203618,6.198286,2.024501,3.429425,-0.637453,-1.483041,-1.308932,0.851908,0.55138,0.903132,0.325484,0.04132361,unstable
2.540361,6.586788,8.108572,1.945452,3.817413,-1.238386,-1.868864,-0.710162,0.44675,0.729401,0.790219,0.178233,0.03386389,unstable
6.572215,2.358844,3.624166,3.574977,2.827047,-1.325154,-0.546484,-0.955409,0.526392,0.161025,0.661707,0.448209,0.007348758,unstable
5.314761,2.236853,6.51959,5.626973,4.338291,-0.884837,-1.947692,-1.505762,0.959951,0.50285,0.573137,0.525403,0.06343992,unstable
1.09977,5.99841,6.990129,2.083085,4.502636,-0.894959,-1.632217,-1.97546,0.246435,0.8525,0.528198,0.683599,0.01927665,unstable
0.678286,9.346392,6.181783,2.510695,3.339107,-1.20854,-1.296226,-0.83434,0.795541,0.78538,0.504192,0.721275,-0.008305761,stable
3.721209,1.440928,6.094422,9.081212,3.493935,-0.791596,-1.150028,-1.552312,0.393733,0.96334,0.086283,0.112798,-0.04305772,stable
8.066933,4.335747,2.607059,7.548158,3.729203,-1.547978,-0.680791,-1.500433,0.940422,0.741103,0.457608,0.805375,0.07137871,unstable
9.642781,3.500336,2.859527,4.714263,3.785541,-0.549665,-1.909506,-1.32637,0.551953,0.521419,0.192635,0.404472,-0.006025803,stable
1.589804,6.038985,4.502107,6.909497,5.59649,-1.948988,-1.896779,-1.750723,0.922518,0.467696,0.082189,0.206713,-0.03819745,stable
4.289517,7.1298,4.217862,2.210894,2.788238,-0.758207,-0.765898,-1.264132,0.227018,0.383622,0.261252,0.135225,-0.03545106,stable
1.903954,1.286387,6.808033,3.784636,3.327119,-1.164705,-1.343503,-0.818911,0.26472,0.30901,0.551985,0.21303,-0.02847888,stable
9.207158,0.547248,9.601736,7.481929,2.673146,-0.616457,-0.631264,-1.425426,0.890418,0.545468,0.918938,0.372402,0.04719392,unstable
1.536009,9.20564,8.443208,4.9164,3.674025,-1.575873,-0.53203,-1.566122,0.497616,0.839252,0.843821,0.495225,0.04955903,unstable
8.051005,3.805663,2.636759,7.273673,3.021094,-1.33466,-1.071359,-0.615075,0.648148,0.627173,0.99114,0.708575,0.05383116,unstable
5.121874,6.531429,3.392477,5.585363,3.406157,-0.912766,-1.852351,-0.641039,0.341327,0.35347,0.398953,0.428254,0.009960662,unstable
1.852638,6.820357,2.582446,4.157067,4.621853,-1.161509,-1.625833,-1.834511,0.70398,0.644076,0.873249,0.263336,0.003323667,unstable
7.594846,9.732429,6.911282,2.5975,3.84833,-1.7651,-0.859338,-1.223892,0.389081,0.188935,0.976765,0.471418,0.03675832,unstable
5.395939,8.47926,2.671913,9.674171,4.816281,-1.503655,-1.44712,-1.865507,0.375983,0.904921,0.963672,0.582319,0.04823201,unstable
1.566854,3.407158,1.153556,0.566478,3.829489,-1.11095,-1.919009,-0.799529,0.476142,0.890219,0.833444,0.863238,-0.03347048,stable
6.012836,4.950234,2.729761,4.636622,4.406381,-0.51774,-1.971382,-1.91726,0.646745,0.340823,0.167436,0.839681,0.04225476,unstable
3.051284,2.201174,8.127669,8.640127,2.779151,-1.204513,-0.827273,-0.747364,0.139998,0.805776,0.793261,0.647664,0.02889977,unstable
4.221956,9.335946,6.087985,4.179615,4.444908,-1.839935,-1.077721,-1.527252,0.289755,0.865712,0.172845,0.088227,0.01526974,unstable
3.864257,1.293199,2.94195,4.940832,2.552809,-0.854202,-1.092615,-0.605991,0.198409,0.136356,0.180401,0.365002,-0.04309999,stable
7.430836,1.613819,8.606702,5.233846,3.742665,-1.418013,-1.13214,-1.192513,0.751237,0.104743,0.406247,0.422951,0.03070309,unstable
1.77619,2.625586,9.852456,5.622991,4.40459,-0.924158,-1.665673,-1.814759,0.751014,0.587482,0.931251,0.625448,0.01011629,unstable
8.842672,6.740765,7.055722,2.901898,3.903468,-1.994698,-1.308492,-0.600278,0.494072,0.681695,0.512807,0.188588,0.04353834,unstable
3.609265,1.766161,4.439391,3.321316,3.991477,-1.931799,-1.050106,-1.009572,0.586885,0.614047,0.168952,0.341421,-0.02944617,stable
8.882044,6.080144,3.44641,9.134918,4.165108,-1.846694,-0.572179,-1.746235,0.630484,0.70529,0.187039,0.569816,0.05245099,unstable
2.376283,7.484824,9.588068,6.195326,3.473348,-1.006767,-1.210112,-1.256469,0.450176,0.623789,0.088279,0.580601,0.01733859,unstable
